pb_acc,len,orf_strand,orf_frame,orf_start,orf_end,orf_len,fickett,hexamer,coding_score,orf_rank,cds_start,gencode_atg,upstream_atgs,orf_calling_confidence,atg_rank,score_rank,atg_score,gencode_score,orf_score,gene,FL,CPM
PB.15910.1,2698,+,3,249,2453,2205,1.2399,0.654303331284011,0.9999999999852142,1,35400439,"['ENST00000451351.5', 'ENST00000382011.9', 'ENST00000216122.9', 'ENST00000416905.1']",3,None,3.0,1.0,0.3333333333333333,0.8,0.9999999999980286,MCM5,1779,595.4494806803588
PB.15910.10,2674,+,2,74,2086,2013,1.2399,0.62192631681347,0.9999999998460101,1,35400439,"['ENST00000451351.5', 'ENST00000382011.9', 'ENST00000216122.9', 'ENST00000416905.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.999999999999692,MCM5,5,1.673551098033611
PB.15910.11,2646,+,2,74,2290,2217,1.2399,0.618242102836156,0.9999999999839552,1,35400439,"['ENST00000451351.5', 'ENST00000382011.9', 'ENST00000216122.9', 'ENST00000416905.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.999999999999968,MCM5,3,1.0041306588201666
PB.15910.12,2539,+,2,74,2272,2199,1.2375,0.6287897986410109,0.9999999999815481,1,35400439,"['ENST00000451351.5', 'ENST00000382011.9', 'ENST00000216122.9', 'ENST00000416905.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999999633,MCM5,2,0.6694204392134444
PB.15910.13,3059,+,3,174,2012,1839,1.1909,0.579636431846445,0.9999999983138259,1,35403498,,1,None,2.0,1.0,0.99,0.0,0.9999999999831384,MCM5,2,0.6694204392134444
PB.15910.14,3281,+,3,60,2264,2205,1.2399,0.654303331284011,0.9999999999847341,1,35400439,"['ENST00000451351.5', 'ENST00000382011.9', 'ENST00000216122.9', 'ENST00000416905.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999999696,MCM5,2,0.6694204392134444
PB.15910.15,2612,+,2,56,2173,2118,1.2399,0.6442135727904721,0.99999999995859,1,35400439,"['ENST00000451351.5', 'ENST00000382011.9', 'ENST00000216122.9', 'ENST00000416905.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999999172,MCM5,2,0.6694204392134444
PB.15910.16,3224,+,2,44,2248,2205,1.2399,0.654303331284011,0.9999999999847821,1,35400439,"['ENST00000451351.5', 'ENST00000382011.9', 'ENST00000216122.9', 'ENST00000416905.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999999696,MCM5,2,0.6694204392134444
PB.15910.17,2422,+,2,257,493,237,1.013,0.561652563700295,0.830681966811573,5,35400439,"['ENST00000451351.5', 'ENST00000382011.9', 'ENST00000216122.9', 'ENST00000416905.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9996613639336231,MCM5,2,0.6694204392134444
PB.15910.18,2684,+,1,235,2439,2205,1.2399,0.654303331284011,0.9999999999852248,1,35400439,"['ENST00000451351.5', 'ENST00000382011.9', 'ENST00000216122.9', 'ENST00000416905.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999999704,MCM5,24,8.033045270561333
PB.15910.19,2277,+,1,46,2031,1986,1.2833,0.63802180289362,0.9999999998408392,1,35403259,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999999984084,MCM5,42,14.057829223482331
PB.15910.2,3804,+,2,314,550,237,1.013,0.561652563700295,0.819755429366534,5,35400439,"['ENST00000451351.5', 'ENST00000382011.9', 'ENST00000216122.9', 'ENST00000416905.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9996395108587329,MCM5,9,3.0123919764604996
PB.15910.20,3106,+,3,105,1931,1827,1.2089,0.6229168907227071,0.9999999986026099,1,35403498,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.999999999986026,MCM5,2,0.6694204392134444
PB.15910.21,2029,+,3,9,1784,1776,1.2089,0.621277111936449,0.999999997646079,1,35406559,['ENST00000444778.1'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999952922,MCM5,31,10.376016807808387
PB.15910.22,1736,+,1,7,1491,1485,1.2555,0.635826803826663,0.9999999531598228,1,35408532,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999995315982,MCM5,14,4.68594307449411
PB.15910.23,1616,+,1,211,1371,1161,1.2871,0.6529797471054001,0.999998589085937,1,35412635,,3,None,2.0,1.0,0.3333333333333333,0.0,0.9999990593906246,MCM5,26,8.702465709774776
PB.15910.24,1476,+,1,70,1230,1161,1.2871,0.6529797471054001,0.9999985998751691,1,35412635,,2,None,2.0,1.0,0.5,0.0,0.9999992999375846,MCM5,9,3.0123919764604996
PB.15910.25,3114,+,1,46,1017,972,1.2822,0.5247081592646919,0.999971890040291,1,35413918,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.999999718900403,MCM5,2,0.6694204392134444
PB.15910.26,1248,+,1,52,1002,951,1.3051,0.710385590539924,0.9999903872596421,1,35415880,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999038725964,MCM5,27,9.0371759293815
PB.15910.27,960,+,1,28,714,687,1.2895,0.736533079689007,0.999836660129649,1,35416743,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999983666012964,MCM5,43,14.392539443089053
PB.15910.28,1758,+,1,55,396,342,1.0342,0.36504363962312497,0.8431162271607808,1,35419945,,0,None,1.0,2.0,0.99,0.0,0.9984311622716078,MCM5,2,0.6694204392134444
PB.15910.29,967,+,3,396,722,327,1.2195,0.269775013340621,0.834491238331266,1,35423929,,5,None,2.0,1.0,0.2,0.0,0.8675929906650128,MCM5,3,1.0041306588201666
PB.15910.3,4288,+,1,85,2190,2106,1.2353,0.5892626304875881,0.999999999926375,1,35400439,"['ENST00000451351.5', 'ENST00000382011.9', 'ENST00000216122.9', 'ENST00000416905.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999998528,MCM5,10,3.347102196067222
PB.15910.4,2493,+,1,85,1563,1479,1.1634,0.495087341582942,0.9999998315050841,1,35400439,"['ENST00000451351.5', 'ENST00000382011.9', 'ENST00000216122.9', 'ENST00000416905.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.99999999966301,MCM5,2,0.6694204392134444
PB.15910.5,3345,+,3,84,2300,2217,1.2399,0.618242102836156,0.999999999983328,1,35400439,"['ENST00000451351.5', 'ENST00000382011.9', 'ENST00000216122.9', 'ENST00000416905.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999999668,MCM5,37,12.384278125448722
PB.15910.6,2178,+,3,78,2177,2100,1.2399,0.649865487222206,0.9999999999522099,1,35400439,"['ENST00000451351.5', 'ENST00000382011.9', 'ENST00000216122.9', 'ENST00000416905.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999999044,MCM5,28,9.37188614898822
PB.15910.7,3455,+,1,76,2280,2205,1.2399,0.654303331284011,0.999999999984587,1,35400439,"['ENST00000451351.5', 'ENST00000382011.9', 'ENST00000216122.9', 'ENST00000416905.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999999692,MCM5,22,7.363624831347888
PB.15910.8,2614,+,1,76,2070,1995,1.2399,0.623631164257832,0.999999999814207,1,35400439,"['ENST00000451351.5', 'ENST00000382011.9', 'ENST00000216122.9', 'ENST00000416905.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999996284,MCM5,2,0.6694204392134444
PB.15910.9,2470,+,1,76,2301,2226,1.2555,0.604526391395294,0.999999999985202,1,35400439,"['ENST00000451351.5', 'ENST00000382011.9', 'ENST00000216122.9', 'ENST00000416905.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999999704,MCM5,2,0.6694204392134444
PB.2063.1,2707,+,3,921,2552,1632,1.2753,0.3775555099371261,0.999999957292218,1,73234379,"['ENST00000540468.5', 'ENST00000398422.2', 'ENST00000258091.10', 'ENST00000409924.7']",7,None,2.0,1.0,0.14285714285714285,0.8,0.999999992678666,CCT7,2,0.6694204392134444
PB.2063.10,1913,+,2,62,1570,1509,1.2237,0.340723304425799,0.999999758147473,1,73234379,"['ENST00000540468.5', 'ENST00000398422.2', 'ENST00000258091.10', 'ENST00000409924.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999995162948,CCT7,27,9.0371759293815
PB.2063.11,1929,+,2,287,1786,1500,1.2561,0.392167700254488,0.999999824782376,1,73239769,"['ENST00000539919.5', 'ENST00000399032.2']",3,None,2.0,1.0,0.3333333333333333,0.8,0.9999999766376502,CCT7,7,2.342971537247055
PB.2063.12,1572,+,2,59,1429,1371,1.1986,0.4110030327672821,0.9999992087643559,1,73234379,"['ENST00000540468.5', 'ENST00000398422.2', 'ENST00000258091.10', 'ENST00000409924.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999984175288,CCT7,13,4.351232854887388
PB.2063.13,1201,+,3,54,1058,1005,1.2461,0.371584072345962,0.999949818131953,1,73234379,"['ENST00000540468.5', 'ENST00000398422.2', 'ENST00000258091.10', 'ENST00000409924.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.999999899636264,CCT7,2,0.6694204392134444
PB.2063.14,1696,+,3,54,1553,1500,1.2561,0.392167700254488,0.999999827006662,1,73239769,"['ENST00000539919.5', 'ENST00000399032.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999996540132,CCT7,15,5.020653294100833
PB.2063.15,1617,+,2,320,1474,1155,1.2556,0.378308471532087,0.9999910935215832,1,73244575,,6,None,2.0,1.0,0.16666666666666666,0.0,0.9999925779346528,CCT7,7,2.342971537247055
PB.2063.16,1504,+,1,130,1161,1032,1.2237,0.324492448962721,0.999945773259932,1,73244575,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999994577325994,CCT7,3,1.0041306588201666
PB.2063.17,1420,+,3,123,1277,1155,1.2556,0.378308471532087,0.999991189208668,1,73244575,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999118920868,CCT7,24,8.033045270561333
PB.2063.18,1214,+,1,19,1071,1053,1.2161,0.367976386019637,0.99996672934194,1,73244677,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999996672934194,CCT7,16,5.355363513707555
PB.2063.19,2039,+,2,152,490,339,1.0956,0.225074455687295,0.7300572660915621,1,73247822,,2,Clear Best ORF,1.0,1.0,0.5,0.0,0.8650286330457809,CCT7,2,0.6694204392134444
PB.2063.2,2651,+,3,90,1304,1215,1.2561,0.3529212187932449,0.999994390048314,1,73234379,"['ENST00000540468.5', 'ENST00000398422.2', 'ENST00000258091.10', 'ENST00000409924.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999887800968,CCT7,2,0.6694204392134444
PB.2063.20,1158,+,2,62,1015,954,1.2161,0.38043920178998203,0.999906915152125,1,73247822,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999990691515211,CCT7,15,5.020653294100833
PB.2063.21,925,+,3,72,782,711,1.0104,0.3996250519741121,0.997486054774729,1,73249129,,1,None,2.0,1.0,0.99,0.0,0.9999748605477472,CCT7,16,5.355363513707555
PB.2063.22,1050,+,2,419,907,489,1.2217,0.45193055125496,0.989424956119359,1,73250379,,8,None,4.0,1.0,0.125,0.0,0.9907468366044392,CCT7,4,1.3388408784268888
PB.2063.3,1792,+,3,84,1649,1566,1.2433,0.389712333830553,0.999999911840756,1,73234379,"['ENST00000540468.5', 'ENST00000398422.2', 'ENST00000258091.10', 'ENST00000409924.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999998236816,CCT7,4,1.3388408784268888
PB.2063.4,2133,+,3,81,1712,1632,1.2753,0.3775555099371261,0.999999958615434,1,73234379,"['ENST00000540468.5', 'ENST00000398422.2', 'ENST00000258091.10', 'ENST00000409924.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999172308,CCT7,2,0.6694204392134444
PB.2063.5,2345,+,1,991,2202,1212,1.2355,0.37306123024067,0.9999945798476779,1,73244518,,14,None,6.0,1.0,0.07142857142857142,0.0,0.9999949670014152,CCT7,2,0.6694204392134444
PB.2063.6,1985,+,1,340,1839,1500,1.2561,0.392167700254488,0.9999998242435341,1,73239769,"['ENST00000539919.5', 'ENST00000399032.2']",3,None,2.0,1.0,0.3333333333333333,0.8,0.9999999765658044,CCT7,2,0.6694204392134444
PB.2063.7,1634,+,1,67,1491,1425,1.2023,0.370891372521895,0.9999994535145541,1,73234379,"['ENST00000540468.5', 'ENST00000398422.2', 'ENST00000258091.10', 'ENST00000409924.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999989070292,CCT7,10,3.347102196067222
PB.2063.8,1833,+,2,59,1690,1632,1.2753,0.3775555099371261,0.9999999592906172,1,73234379,"['ENST00000540468.5', 'ENST00000398422.2', 'ENST00000258091.10', 'ENST00000409924.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999185812,CCT7,2516,842.130912530513
PB.2063.9,2475,+,2,62,1078,1017,1.1561,0.324324715874,0.9999145229594241,1,73234379,"['ENST00000540468.5', 'ENST00000398422.2', 'ENST00000258091.10', 'ENST00000409924.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999998290459188,CCT7,6,2.008261317640333
PB.2694.1,3200,+,3,1332,2483,1152,0.8262,0.11863697459627999,0.999786655394163,1,216117769,,32,None,10.0,1.0,0.03125,0.0,0.9997933224130954,XRCC5,2,0.6694204392134444
PB.2694.10,2595,+,1,58,2256,2199,1.0309,0.184786021308185,0.99999999944177,1,216109437,"['ENST00000392133.7', 'ENST00000392132.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999988836,XRCC5,9,3.0123919764604996
PB.2694.11,1979,+,3,93,242,150,0.6902,0.00874176208758598,0.0213203340815295,3,216109472,,1,Low Quality ORF,1.0,3.0,0.99,0.0,0.9902132033408152,XRCC5,8,2.6776817568537776
PB.2694.12,974,+,1,58,972,915,1.0285,0.174962112740164,0.999053780690659,1,216109437,"['ENST00000392133.7', 'ENST00000392132.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999981075613812,XRCC5,2,0.6694204392134444
PB.2694.13,3144,+,3,48,2246,2199,1.0309,0.184786021308185,0.9999999994247109,1,216109437,"['ENST00000392133.7', 'ENST00000392132.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999988496,XRCC5,7,2.342971537247055
PB.2694.14,3037,+,3,1644,2789,1146,0.8326,0.10440402518074099,0.999758859946975,1,216119023,,31,None,7.0,1.0,0.03225806451612903,0.0,0.9997666386583628,XRCC5,2,0.6694204392134444
PB.2694.15,2542,+,3,48,2246,2199,1.0309,0.184786021308185,0.99999999944339,1,216109437,"['ENST00000392133.7', 'ENST00000392132.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999988868,XRCC5,48,16.066090541122666
PB.2694.16,2034,+,3,48,2033,1986,1.0852,0.181658180126945,0.9999999950417192,1,216109437,"['ENST00000392133.7', 'ENST00000392132.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999900836,XRCC5,28,9.37188614898822
PB.2694.17,898,+,3,48,896,849,0.9405,0.182533230134529,0.997453418527162,1,216109437,"['ENST00000392133.7', 'ENST00000392132.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999949068370544,XRCC5,423,141.5824228936435
PB.2694.18,3319,+,1,43,2241,2199,1.0309,0.184786021308185,0.9999999994191641,1,216109437,"['ENST00000392133.7', 'ENST00000392132.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999988384,XRCC5,1340,448.5116942730078
PB.2694.19,2459,+,1,40,2238,2199,1.0309,0.184786021308185,0.999999999445917,1,216109437,"['ENST00000392133.7', 'ENST00000392132.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.999999999998892,XRCC5,1131,378.5572583752028
PB.2694.2,1828,+,3,87,1580,1494,0.9318,0.16055704625045095,0.9999976760816148,1,216109437,"['ENST00000392133.7', 'ENST00000392132.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999953521632,XRCC5,2,0.6694204392134444
PB.2694.20,1793,+,1,40,426,387,1.1006,0.16660242411949,0.7699144481675559,2,216109437,"['ENST00000392133.7', 'ENST00000392132.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9995398288963352,XRCC5,7,2.342971537247055
PB.2694.21,1731,+,1,40,1731,1692,1.0170000000000001,0.158433370545719,0.999999809491988,1,216109437,"['ENST00000392133.7', 'ENST00000392132.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.999999999618984,XRCC5,20,6.694204392134444
PB.2694.22,1628,+,3,36,1628,1593,0.9285,0.155890714913056,0.999999209912422,1,216109437,"['ENST00000392133.7', 'ENST00000392132.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999984198248,XRCC5,2,0.6694204392134444
PB.2694.23,2674,+,3,1275,2426,1152,0.8262,0.11863697459627999,0.9997927193775401,1,216117769,,32,None,10.0,1.0,0.03125,0.0,0.999799196896992,XRCC5,2,0.6694204392134444
PB.2694.24,2531,+,1,151,2310,2160,0.9829,0.183955409398635,0.999999998979456,1,216113034,['ENST00000417391.1'],2,Clear Best ORF,1.0,1.0,0.5,0.8,0.9999999998979456,XRCC5,3,1.0041306588201666
PB.2694.25,1530,+,3,27,413,387,1.1006,0.16660242411949,0.772459058571768,1,216109437,"['ENST00000392133.7', 'ENST00000392132.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9995449181171436,XRCC5,2,0.6694204392134444
PB.2694.26,1146,+,3,27,191,165,1.089,0.0867550248284274,0.146175938301477,2,216109437,"['ENST00000392133.7', 'ENST00000392132.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9982923518766028,XRCC5,2,0.6694204392134444
PB.2694.27,2246,+,3,18,2168,2151,1.0907,0.177335091894041,0.999999999202307,1,216109437,"['ENST00000392133.7', 'ENST00000392132.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999984046,XRCC5,2,0.6694204392134444
PB.2694.28,792,+,2,59,790,732,1.015,0.16756102055085198,0.9921022630645552,1,216113112,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999210226306456,XRCC5,2,0.6694204392134444
PB.2694.29,2352,+,2,50,2131,2082,1.0907,0.179662806195543,0.9999999982880821,1,216113112,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999999828808,XRCC5,5,1.673551098033611
PB.2694.3,3416,+,1,76,2226,2151,0.955,0.1674447285528,0.999999998558162,1,216109437,"['ENST00000392133.7', 'ENST00000392132.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999971164,XRCC5,3,1.0041306588201666
PB.2694.30,3169,+,2,8,2089,2082,1.0907,0.179662806195543,0.99999999820965,1,216113112,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999999820964,XRCC5,5,1.673551098033611
PB.2694.31,2199,+,1,28,1977,1950,0.907,0.173097793850573,0.9999999854280279,1,216116773,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999998542802,XRCC5,6,2.008261317640333
PB.2694.32,3039,+,3,12,1961,1950,0.907,0.173097793850573,0.999999984741172,1,216116773,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999998474116,XRCC5,18,6.024783952920999
PB.2694.33,1423,+,3,57,131,75,0.6172,-0.19079369480549305,0.0022431630138319398,4,216116910,,0,Low Quality ORF,1.0,3.0,0.99,0.0,0.9900224316301384,XRCC5,2,0.6694204392134444
PB.2694.34,2077,+,2,284,1855,1572,0.9196,0.16949965624635502,0.999999027564275,1,216122198,,6,Clear Best ORF,1.0,1.0,0.16666666666666666,0.0,0.9999991896368958,XRCC5,8,2.6776817568537776
PB.2694.35,2911,+,2,260,1831,1572,0.9196,0.16949965624635502,0.9999989820630899,1,216122198,,4,Clear Best ORF,1.0,1.0,0.25,0.0,0.9999992365473176,XRCC5,13,4.351232854887388
PB.2694.36,1897,+,3,105,1676,1572,0.9196,0.16949965624635502,0.99999903711464,1,216122198,,2,Clear Best ORF,1.0,1.0,0.5,0.0,0.9999995185573199,XRCC5,23,7.69833505095461
PB.2694.37,2713,+,3,63,1634,1572,0.9196,0.16949965624635502,0.9999989930546321,1,216122198,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999899305464,XRCC5,14,4.68594307449411
PB.2694.38,2566,+,1,280,1488,1209,0.9613,0.19011950781300105,0.9999556939633721,1,216130928,,7,Clear Best ORF,1.0,1.0,0.14285714285714285,0.0,0.999962023397176,XRCC5,11,3.681812415673944
PB.2694.39,1652,+,3,219,1427,1209,0.9613,0.19011950781300105,0.9999578595826379,1,216130928,,7,Clear Best ORF,1.0,1.0,0.14285714285714285,0.0,0.9999638796422612,XRCC5,8,2.6776817568537776
PB.2694.4,3268,+,1,76,2190,2115,1.0309,0.17929221010357,0.999999998467299,1,216109437,"['ENST00000392133.7', 'ENST00000392132.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999969346,XRCC5,3,1.0041306588201666
PB.2694.40,2324,+,1,187,1395,1209,0.9613,0.19011950781300105,0.99995627795883,1,216130928,,7,Clear Best ORF,1.0,1.0,0.14285714285714285,0.0,0.9999625239647114,XRCC5,2,0.6694204392134444
PB.2694.41,2388,+,1,97,1305,1209,0.9613,0.19011950781300105,0.999956124266586,1,216130928,,5,Clear Best ORF,1.0,1.0,0.2,0.0,0.9999648994132688,XRCC5,4,1.3388408784268888
PB.2694.42,1528,+,1,94,1302,1209,0.9613,0.19011950781300105,0.999958145114872,1,216130928,,4,Clear Best ORF,1.0,1.0,0.25,0.0,0.999968608836154,XRCC5,5,1.673551098033611
PB.2694.43,2310,+,3,24,1232,1209,0.9613,0.19011950781300105,0.9999563115071808,1,216130928,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999995631150718,XRCC5,14,4.68594307449411
PB.2694.44,1445,+,1,16,1224,1209,0.9613,0.19011950781300105,0.999958335155588,1,216130928,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.999999583351556,XRCC5,12,4.016522635280666
PB.2694.45,4242,+,2,62,226,165,0.5444,-0.350762860998765,0.0015515011348453,4,216132219,,0,Low Quality ORF,1.0,18.0,0.99,0.0,0.9900155150113484,XRCC5,2,0.6694204392134444
PB.2694.46,2225,+,2,17,1147,1131,1.0613,0.21567584359574501,0.9999368663196628,1,216132343,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999993686631966,XRCC5,9,3.0123919764604996
PB.2694.47,1356,+,1,1,1131,1131,1.0613,0.21567584359574501,0.9999398038169621,1,216132343,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999993980381696,XRCC5,11,3.681812415673944
PB.2694.48,1275,+,2,14,1048,1035,1.0353,0.214256784116245,0.9998064952192892,1,216137139,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999980649521928,XRCC5,5,1.673551098033611
PB.2694.49,2125,+,1,13,1047,1035,1.0353,0.214256784116245,0.9997972650273002,1,216137139,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.999997972650273,XRCC5,4,1.3388408784268888
PB.2694.5,1060,+,1,76,1059,984,1.0285,0.17627856843004994,0.9995639519233248,1,216109437,"['ENST00000392133.7', 'ENST00000392132.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999991279038466,XRCC5,5,1.673551098033611
PB.2694.50,1171,+,3,30,950,921,1.0893,0.21426433680220802,0.9994283999727008,1,216138116,,1,None,2.0,1.0,0.99,0.0,0.9999942839997271,XRCC5,5,1.673551098033611
PB.2694.51,1995,+,2,17,916,900,1.0893,0.20621859250655,0.99920593464466,1,216138137,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999920593464466,XRCC5,10,3.347102196067222
PB.2694.52,2323,+,2,1286,2104,819,1.0893,0.21355394626403398,0.998088332056056,1,216141224,,35,None,10.0,1.0,0.028571428571428567,0.0,0.9981429511401686,XRCC5,7,2.342971537247055
PB.2694.53,1902,+,3,6,824,819,1.0893,0.21355394626403398,0.998131874005392,1,216141224,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.999981318740054,XRCC5,8,2.6776817568537776
PB.2694.54,1753,+,2,17,673,657,1.08,0.244379775201855,0.990355673623879,1,216148149,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999035567362388,XRCC5,11,3.681812415673944
PB.2694.55,827,+,2,305,607,303,1.1116,0.32231979505383396,0.7864861744862829,1,216190287,,3,Clear Best ORF,1.0,1.0,0.3333333333333333,0.0,0.8576574496575219,XRCC5,2,0.6694204392134444
PB.2694.58,1597,+,1,217,519,303,1.1116,0.32231979505383396,0.779310612583615,1,216190287,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.9977931061258362,XRCC5,12,4.016522635280666
PB.2694.59,1482,+,3,102,404,303,1.1116,0.32231979505383396,0.7803931741281029,1,216190287,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.9978039317412809,XRCC5,11,3.681812415673944
PB.2694.6,3180,+,3,63,1217,1155,0.9877,0.127706173491143,0.9998882127018199,1,216109437,"['ENST00000392133.7', 'ENST00000392132.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999997764254036,XRCC5,2,0.6694204392134444
PB.2694.61,3837,+,1,157,411,255,0.4618,-0.5206694538334121,0.00116525909935452,1,216187363,,1,Low Quality ORF,1.0,9.0,0.99,0.0,0.9900116525909936,XRCC5,2,0.6694204392134444
PB.2694.62,1374,+,1,295,429,135,0.655,-0.0273301847478446,0.0133681452665847,4,216205210,,3,Low Quality ORF,1.0,2.0,0.3333333333333333,0.0,0.342245430177723,XRCC5,6,2.008261317640333
PB.2694.63,1287,+,1,217,351,135,0.655,-0.0273301847478446,0.0134312093986526,4,216205210,,3,Low Quality ORF,1.0,2.0,0.3333333333333333,0.0,0.342287472932435,XRCC5,11,3.681812415673944
PB.2694.64,3376,+,1,37,159,123,0.883,-0.31167701091661,0.00413144249712405,8,216201292,,1,Low Quality ORF,1.0,14.0,0.99,0.0,0.9900413144249712,XRCC5,2,0.6694204392134444
PB.2694.65,1167,+,2,95,229,135,0.655,-0.0273301847478446,0.0135186761829188,4,216205210,,2,Low Quality ORF,1.0,2.0,0.5,0.0,0.5067593380914595,XRCC5,10,3.347102196067222
PB.2694.66,632,+,1,223,273,51,0.6281,-0.24156499879448,0.0013676690191067901,2,216205873,,2,Low Quality ORF,1.0,2.0,0.5,0.0,0.5006838345095534,XRCC5,3,1.0041306588201666
PB.2694.7,2147,+,2,98,247,150,0.6902,0.00874176208758598,0.0211289709011081,3,216109472,,1,Low Quality ORF,1.0,3.0,0.99,0.0,0.9902112897090112,XRCC5,28,9.37188614898822
PB.2694.8,3419,+,2,182,2341,2160,0.9829,0.183955409398635,0.9999999989285359,1,216113034,['ENST00000417391.1'],2,Clear Best ORF,1.0,1.0,0.5,0.8,0.9999999998928536,XRCC5,2,0.6694204392134444
PB.2694.9,3185,+,1,58,2256,2199,1.0309,0.184786021308185,0.999999999423416,1,216109437,"['ENST00000392133.7', 'ENST00000392132.7']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999988468,XRCC5,13,4.351232854887388
PB.2767.1,2637,+,2,209,364,156,0.9241,-0.0775378037927082,0.0289510486474996,2,231454802,,2,Low Quality ORF,1.0,3.0,0.5,0.0,0.5144755243237498,NCL,2,0.6694204392134444
PB.2767.10,742,+,2,32,367,336,0.9906,0.27566411639711497,0.7266128882742029,1,231455592,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9972661288827421,NCL,7,2.342971537247055
